4,64,0.000000274
4,32768,0.000004431
4,1048576,0.000120524
8,64,0.000000455
8,32768,0.000008313
8,1048576,0.000168808
16,64,0.000000614
16,32768,0.000020004
16,1048576,0.000337394
32,64,0.000001013
32,32768,0.000030818
32,1048576,0.000810516
64,64,0.000005465
64,32768,0.000077737
64,1048576,0.001574871
