4,64,0.000003614
4,32768,0.000043818
4,1048576,0.001017568
8,64,0.000002939
8,32768,0.000071669
8,1048576,0.001734305
16,64,0.000005417
16,32768,0.000069304
16,1048576,0.001704093
32,64,0.000008031
32,32768,0.000093672
32,1048576,0.002308141
64,64,0.000007090
64,32768,0.000109874
64,1048576,0.003802790
